id,uuid,timestamp,rpc,ack_timestamp,ack_status,response_time
30523,351901930027507,2025-10-01 12:58:24.748736,unlock,2025-10-01 12:58:26.874119,0,2.125383
30427,351901930027507,2025-09-30 17:32:18.251419,unlock,,,
30426,351901930027507,2025-09-30 17:32:09.351920,unlock,,,
30425,351901930027507,2025-09-30 17:26:21.425432,unlock,,,
30424,351901930027507,2025-09-30 17:26:13.961459,unlock,,,
30423,351901930027507,2025-09-30 17:24:40.097848,unlock,,,
30422,351901930027507,2025-09-30 17:24:33.574846,unlock,,,
30421,351901930027507,2025-09-30 17:24:18.165672,unlock,,,
30420,351901930027507,2025-09-30 17:24:10.638101,unlock,,,
30419,351901930027507,2025-09-30 17:23:57.951702,unlock,,,
30179,351901930027507,2025-09-28 15:40:44.351036,unlock,2025-09-28 15:40:45.037090,0,0.686054
29755,351901930027507,2025-09-24 19:01:27.630863,unlock,2025-09-24 19:01:27.923620,0,0.292757
29751,351901930027507,2025-09-24 18:07:43.656257,unlock,2025-09-24 18:07:44.236005,0,0.579748
29360,351901930027507,2025-09-21 08:30:02.335041,unlock,2025-09-21 08:30:02.449876,0,0.114835
29289,351901930027507,2025-09-20 08:21:53.270185,unlock,2025-09-20 08:21:53.531638,0,0.261453
29064,351901930027507,2025-09-17 18:15:45.291559,unlock,2025-09-17 18:15:48.075813,0,2.784254
28967,351901930027507,2025-09-16 16:28:34.631444,unlock,2025-09-16 16:28:35.511075,0,0.879631
28966,351901930027507,2025-09-16 16:25:07.546551,unlock,2025-09-16 16:25:07.751031,0,0.20448
28386,351901930027507,2025-09-10 15:34:44.023161,unlock,2025-09-10 15:34:44.798247,0,0.775086
28293,351901930027507,2025-09-09 17:37:31.312219,unlock,2025-09-09 17:37:32.000757,0,0.688538
28206,351901930027507,2025-09-08 16:32:19.249381,unlock,2025-09-08 16:32:20.158217,0,0.908836
28056,351901930027507,2025-09-07 16:48:48.917432,unlock,,,
28055,351901930027507,2025-09-07 16:44:27.002192,unlock,,,
28054,351901930027507,2025-09-07 16:44:09.968385,unlock,,,
28053,351901930027507,2025-09-07 16:44:04.899026,unlock,,,
28052,351901930027507,2025-09-07 16:43:59.990817,unlock,,,
28043,351901930027507,2025-09-07 16:35:19.568071,unlock,,,
28042,351901930027507,2025-09-07 16:34:57.976767,unlock,,,
28041,351901930027507,2025-09-07 16:34:43.271959,unlock,,,
28040,351901930027507,2025-09-07 16:34:35.004454,unlock,,,
28039,351901930027507,2025-09-07 16:34:07.480802,unlock,,,
28038,351901930027507,2025-09-07 16:33:45.309301,unlock,,,
28037,351901930027507,2025-09-07 16:33:31.669118,unlock,,,
28036,351901930027507,2025-09-07 16:30:30.576466,unlock,,,
28035,351901930027507,2025-09-07 16:30:17.794745,unlock,,,
28034,351901930027507,2025-09-07 16:29:56.168815,unlock,,,
28033,351901930027507,2025-09-07 16:29:47.116407,unlock,,,
28032,351901930027507,2025-09-07 16:29:36.711240,unlock,,,
28027,351901930027507,2025-09-07 16:12:34.594965,unlock,,,
28026,351901930027507,2025-09-07 16:12:21.344409,unlock,,,
28025,351901930027507,2025-09-07 16:10:04.355955,unlock,,,
28024,351901930027507,2025-09-07 16:09:07.553175,unlock,,,
28023,351901930027507,2025-09-07 16:07:37.606096,unlock,,,
28022,351901930027507,2025-09-07 16:07:22.099080,unlock,,,
28021,351901930027507,2025-09-07 16:07:13.440992,unlock,,,
28020,351901930027507,2025-09-07 16:07:03.127175,unlock,,,
27999,351901930027507,2025-09-07 14:33:01.380128,unlock,,,
27998,351901930027507,2025-09-07 14:32:50.055678,unlock,,,
27997,351901930027507,2025-09-07 14:32:37.739548,unlock,,,
27996,351901930027507,2025-09-07 14:32:24.953614,unlock,,,
27995,351901930027507,2025-09-07 14:32:11.668719,unlock,,,
27787,351901930027507,2025-09-05 11:20:57.662830,unlock,2025-09-05 11:20:57.815572,0,0.152742
27439,351901930027507,2025-09-02 04:33:14.283117,unlock,2025-09-02 04:33:15.173045,0,0.889928
27249,351901930027507,2025-08-31 08:16:40.130640,unlock,2025-08-31 08:16:40.612605,0,0.481965
27248,351901930027507,2025-08-31 08:13:27.297507,unlock,2025-08-31 08:13:27.969394,0,0.671887
27243,351901930027507,2025-08-31 06:43:48.573210,unlock,2025-08-31 06:43:49.411345,0,0.838135
27241,351901930027507,2025-08-31 06:37:28.298383,unlock,2025-08-31 06:37:28.452333,0,0.15395
27170,351901930027507,2025-08-30 11:51:20.403819,unlock,2025-08-30 11:51:21.252428,0,0.848609
27041,351901930027507,2025-08-29 16:00:30.792997,unlock,2025-08-29 16:00:31.651542,0,0.858545
26485,351901930027507,2025-08-27 06:54:49.512892,unlock,2025-08-27 06:54:50.530039,0,1.017147
26457,351901930027507,2025-08-26 20:17:02.589037,unlock,2025-08-26 20:17:02.948163,0,0.359126
25783,351901930027507,2025-08-22 16:53:19.433972,unlock,2025-08-22 16:53:19.605167,0,0.171195
25669,351901930027507,2025-08-21 14:45:17.679269,unlock,2025-08-21 14:45:18.397252,0,0.717983
25557,351901930027507,2025-08-20 16:30:19.617006,unlock,2025-08-20 16:30:20.484510,0,0.867504
25556,351901930027507,2025-08-20 16:30:10.224910,unlock,2025-08-20 16:30:12.804274,0,2.579364
25554,351901930027507,2025-08-20 16:18:21.803981,unlock,2025-08-20 16:18:22.404307,0,0.600326
25553,351901930027507,2025-08-20 16:15:28.422665,unlock,2025-08-20 16:15:28.959958,0,0.537293
25086,351901930027507,2025-08-17 20:01:54.013134,unlock,2025-08-17 20:01:54.484295,0,0.471161
25030,351901930027507,2025-08-17 08:37:04.376150,unlock,2025-08-17 08:37:04.957923,0,0.581773
25023,351901930027507,2025-08-17 06:53:22.074112,unlock,2025-08-17 06:53:22.876292,0,0.80218
25022,351901930027507,2025-08-17 06:51:55.136753,unlock,2025-08-17 06:51:57.760485,0,2.623732
25020,351901930027507,2025-08-17 06:44:27.714312,unlock,2025-08-17 06:44:28.479659,0,0.765347
24982,351901930027507,2025-08-16 12:22:54.744255,unlock,2025-08-16 12:22:55.683399,0,0.939144
24489,351901930027507,2025-08-10 18:32:14.445150,unlock,2025-08-10 18:32:16.957599,0,2.512449
24461,351901930027507,2025-08-10 11:52:38.187720,unlock,2025-08-10 11:52:38.719848,0,0.532128
23944,351901930027507,2025-08-07 12:31:17.445129,unlock,2025-08-07 12:31:18.072985,0,0.627856
23869,351901930027507,2025-08-06 17:30:39.298648,unlock,2025-08-06 17:30:40.318352,0,1.019704
23674,351901930027507,2025-08-04 13:17:24.286125,unlock,2025-08-04 13:17:24.482468,0,0.196343
23661,351901930027507,2025-08-04 10:36:47.147705,unlock,2025-08-04 10:36:47.678358,0,0.530653
23206,351901930027507,2025-07-29 11:34:13.152085,unlock,2025-07-29 11:34:15.993900,0,2.841815
23204,351901930027507,2025-07-29 11:26:05.478478,unlock,2025-07-29 11:26:06.390473,0,0.911995
23149,351901930027507,2025-07-28 13:16:59.459121,unlock,2025-07-28 13:16:59.999613,0,0.540492
23148,351901930027507,2025-07-28 13:16:59.062806,unlock,2025-07-28 13:16:59.835873,0,0.773067
23138,351901930027507,2025-07-28 10:25:55.898920,unlock,2025-07-28 10:25:56.792925,0,0.894005
23081,351901930027507,2025-07-27 13:17:19.333817,unlock,2025-07-27 13:17:20.321053,0,0.987236
22960,351901930027507,2025-07-26 08:11:53.856027,unlock,2025-07-26 08:11:54.554176,0,0.698149
22770,351901930027507,2025-07-24 18:00:26.127054,unlock,2025-07-24 18:00:27.198231,0,1.071177
22728,351901930027507,2025-07-23 19:01:35.170647,unlock,2025-07-23 19:01:35.680097,0,0.50945
22713,351901930027507,2025-07-23 08:38:02.280989,unlock,2025-07-23 08:38:03.193355,0,0.912366
22674,351901930027507,2025-07-22 08:54:33.853447,unlock,2025-07-22 08:54:34.565340,0,0.711893
22635,351901930027507,2025-07-21 07:12:53.140460,unlock,2025-07-21 07:12:54.080005,0,0.939545
22567,351901930027507,2025-07-20 11:56:07.584585,unlock,2025-07-20 11:56:08.638540,0,1.053955
22561,351901930027507,2025-07-20 11:42:05.276247,unlock,2025-07-20 11:42:05.753437,0,0.47719
22553,351901930027507,2025-07-20 09:50:45.290354,unlock,2025-07-20 09:50:46.079238,0,0.788884
22476,351901930027507,2025-07-19 09:36:06.570005,unlock,2025-07-19 09:36:07.360360,0,0.790355
22470,351901930027507,2025-07-19 08:38:21.488826,unlock,2025-07-19 08:38:22.399866,0,0.91104
22414,351901930027507,2025-07-18 15:11:28.668493,unlock,2025-07-18 15:11:29.597008,0,0.928515
22404,351901930027507,2025-07-18 07:36:54.397017,unlock,2025-07-18 07:36:57.278061,0,2.881044
22367,351901930027507,2025-07-17 12:17:17.587773,unlock,2025-07-17 12:17:17.846915,0,0.259142
22345,351901930027507,2025-07-17 06:12:14.717780,unlock,2025-07-17 06:12:15.678880,0,0.9611
22220,351901930027507,2025-07-14 12:35:35.006063,unlock,2025-07-14 12:35:35.999936,0,0.993873
20816,351901930027507,2025-07-01 12:46:19.531457,unlock,2025-07-01 12:46:20.481249,0,0.949792
20740,351901930027507,2025-06-30 17:21:10.409670,unlock,2025-06-30 17:21:11.364329,0,0.954659
19845,351901930027507,2025-06-23 15:34:46.691612,unlock,2025-06-23 15:34:47.363288,0,0.671676
19198,351901930027507,2025-06-16 08:36:53.591615,unlock,2025-06-16 08:36:54.063539,0,0.471924
19196,351901930027507,2025-06-16 08:33:14.171830,unlock,2025-06-16 08:33:15.182437,0,1.010607
19099,351901930027507,2025-06-15 16:24:52.696845,unlock,2025-06-15 16:24:53.435874,0,0.739029
18893,351901930027507,2025-06-13 06:35:45.010019,unlock,2025-06-13 06:35:45.599969,0,0.58995
18684,351901930027507,2025-06-11 07:02:20.838270,unlock,2025-06-11 07:02:21.758356,0,0.920086
17695,351901930027507,2025-05-31 14:45:10.233904,unlock,2025-05-31 14:45:10.561070,0,0.327166
17653,351901930027507,2025-05-31 08:07:13.457245,unlock,2025-05-31 08:07:13.763338,0,0.306093
17542,351901930027507,2025-05-30 04:18:34.474271,unlock,2025-05-30 04:18:35.201418,0,0.727147
16617,351901930027507,2025-05-21 12:24:03.718186,unlock,2025-05-21 12:24:04.773348,0,1.055162
16500,351901930027507,2025-05-20 17:24:16.077697,unlock,2025-05-20 17:24:16.931462,0,0.853765
16492,351901930027507,2025-05-20 15:43:09.367023,unlock,2025-05-20 15:43:09.499567,0,0.132544
16491,351901930027507,2025-05-20 15:42:47.866745,unlock,2025-05-20 15:42:48.615140,0,0.748395
16358,351901930027507,2025-05-19 08:20:08.898596,unlock,2025-05-19 08:20:09.891363,0,0.992767
16103,351901930027507,2025-05-16 09:46:37.867663,unlock,2025-05-16 09:46:40.927969,0,3.060306
15857,351901930027507,2025-05-14 09:39:24.237829,unlock,2025-05-14 09:39:25.087562,0,0.849733
15508,351901930027507,2025-05-11 06:51:41.804792,unlock,2025-05-11 06:51:42.397165,0,0.592373
15302,351901930027507,2025-05-08 17:20:34.579030,unlock,2025-05-08 17:20:34.963291,0,0.384261
14765,351901930027507,2025-05-04 08:43:14.223664,unlock,2025-05-04 08:43:14.878927,0,0.655263
14303,351901930027507,2025-04-29 06:37:44.729492,unlock,2025-04-29 06:37:45.275985,0,0.546493
13987,351901930027507,2025-04-25 07:29:42.490473,unlock,2025-04-25 07:29:43.355333,0,0.86486
13584,351901930027507,2025-04-21 12:46:24.783553,unlock,2025-04-21 12:46:25.573157,0,0.789604
26738,359404230082803,2025-08-27 13:34:28.562816,unlock,2025-08-27 13:34:28.725715,0,0.162899
26159,359404230082803,2025-08-24 11:26:58.614373,unlock,2025-08-24 11:27:01.279499,0,2.665126
25937,359404230082803,2025-08-23 10:38:53.127108,unlock,2025-08-23 10:38:53.317569,0,0.190461
25931,359404230082803,2025-08-23 10:27:23.231374,unlock,2025-08-23 10:27:23.499493,0,0.268119
25929,359404230082803,2025-08-23 10:13:43.538227,unlock,2025-08-23 10:13:43.682048,0,0.143821
14429,359404230082803,2025-04-29 12:50:43.646187,unlock,2025-04-29 12:50:44.789289,0,1.143102
31535,351901930063577,2025-10-11 19:01:17.074062,unlock,2025-10-11 19:01:19.670564,0,2.596502
31516,351901930063577,2025-10-11 14:32:25.447068,unlock,2025-10-11 14:32:26.482407,0,1.035339
31448,351901930063577,2025-10-10 17:16:10.126528,unlock,2025-10-10 17:16:10.392335,0,0.265807
31440,351901930063577,2025-10-10 16:09:52.397935,unlock,2025-10-10 16:09:52.640996,0,0.243061
27252,351901930063577,2025-08-31 08:35:31.028480,unlock,2025-08-31 08:35:32.081286,0,1.052806
27044,351901930063577,2025-08-29 16:21:21.841419,unlock,2025-08-29 16:21:24.763044,0,2.921625
26029,351901930063577,2025-08-23 16:39:51.522023,unlock,2025-08-23 16:39:51.727659,0,0.205636
25916,351901930063577,2025-08-23 10:00:32.642808,unlock,2025-08-23 10:00:34.204095,0,1.561287
25782,351901930063577,2025-08-22 16:50:44.823397,unlock,2025-08-22 16:50:45.007262,0,0.183865
25752,351901930063577,2025-08-22 12:17:41.865364,unlock,2025-08-22 12:17:42.045805,0,0.180441
25751,351901930063577,2025-08-22 12:16:37.474400,unlock,2025-08-22 12:16:38.123846,0,0.649446
25339,351901930063577,2025-08-19 13:02:30.590772,unlock,2025-08-19 13:02:30.770573,0,0.179801
24480,351901930063577,2025-08-10 16:32:21.642375,unlock,2025-08-10 16:32:21.812925,0,0.17055
24479,351901930063577,2025-08-10 16:31:24.151426,unlock,2025-08-10 16:31:36.596017,0,12.444591
24478,351901930063577,2025-08-10 16:31:09.636055,unlock,,,
24477,351901930063577,2025-08-10 16:30:41.641084,unlock,2025-08-10 16:30:41.830444,0,0.18936
24476,351901930063577,2025-08-10 15:39:18.926233,unlock,2025-08-10 15:39:20.628010,0,1.701777
23741,351901930063577,2025-08-05 12:10:51.373651,unlock,2025-08-05 12:10:52.450589,0,1.076938
23522,351901930063577,2025-08-03 07:44:28.916300,unlock,2025-08-03 07:44:30.442092,0,1.525792
23484,351901930063577,2025-08-02 15:58:52.854738,unlock,2025-08-02 15:58:53.271565,0,0.416827
23466,351901930063577,2025-08-02 12:16:21.638417,unlock,2025-08-02 12:16:22.683010,0,1.044593
23403,351901930063577,2025-08-01 15:01:01.514849,unlock,2025-08-01 15:01:04.231312,0,2.716463
23402,351901930063577,2025-08-01 14:59:48.921016,unlock,2025-08-01 14:59:49.112813,0,0.191797
23395,351901930063577,2025-08-01 11:14:37.211573,unlock,2025-08-01 11:14:38.392960,0,1.181387
23394,351901930063577,2025-08-01 11:12:57.392652,unlock,2025-08-01 11:12:57.587993,0,0.195341
23393,351901930063577,2025-08-01 11:11:07.455748,unlock,2025-08-01 11:11:08.469456,0,1.013708
23363,351901930063577,2025-07-31 18:02:53.767632,unlock,2025-07-31 18:02:55.032370,0,1.264738
23362,351901930063577,2025-07-31 18:02:41.835223,unlock,2025-07-31 18:02:41.994249,0,0.159026
23300,351901930063577,2025-07-30 16:11:57.323640,unlock,2025-07-30 16:11:57.516303,0,0.192663
23292,351901930063577,2025-07-30 13:43:04.572578,unlock,2025-07-30 13:43:07.112773,0,2.540195
23291,351901930063577,2025-07-30 13:39:01.470842,unlock,2025-07-30 13:39:11.100143,0,9.629301
23213,351901930063577,2025-07-29 13:55:23.208630,unlock,2025-07-29 13:55:23.402821,0,0.194191
23147,351901930063577,2025-07-28 12:59:05.287561,unlock,2025-07-28 12:59:05.488524,0,0.200963
23095,351901930063577,2025-07-27 15:07:52.131215,unlock,2025-07-27 15:07:52.314371,0,0.183156
22990,351901930063577,2025-07-26 12:47:52.317643,unlock,2025-07-26 12:47:52.551740,0,0.234097
22974,351901930063577,2025-07-26 10:09:45.017500,unlock,2025-07-26 10:09:47.111460,0,2.09396
22675,351901930063577,2025-07-22 09:51:38.482751,unlock,2025-07-22 09:51:39.167770,0,0.685019
22644,351901930063577,2025-07-21 16:11:49.793132,unlock,2025-07-21 16:11:49.991502,0,0.19837
22584,351901930063577,2025-07-20 13:43:40.851625,unlock,2025-07-20 13:43:43.032269,0,2.180644
22527,351901930063577,2025-07-19 20:20:16.591183,unlock,2025-07-19 20:20:16.788891,0,0.197708
22524,351901930063577,2025-07-19 18:49:57.767343,unlock,2025-07-19 18:49:57.991679,0,0.224336
22520,351901930063577,2025-07-19 17:36:21.549306,unlock,2025-07-19 17:36:22.764970,0,1.215664
22411,351901930063577,2025-07-18 11:09:12.967360,unlock,2025-07-18 11:09:13.326648,0,0.359288
22370,351901930063577,2025-07-17 14:52:48.992377,unlock,2025-07-17 14:52:49.177293,0,0.184916
22307,351901930063577,2025-07-16 12:11:33.867341,unlock,2025-07-16 12:11:35.996589,0,2.129248
22224,351901930063577,2025-07-14 15:28:55.358690,unlock,2025-07-14 15:28:55.969044,0,0.610354
22217,351901930063577,2025-07-14 11:12:03.540774,unlock,2025-07-14 11:12:04.128567,0,0.587793
22211,351901930063577,2025-07-14 08:49:28.036902,unlock,2025-07-14 08:49:28.610314,0,0.573412
22032,351901930063577,2025-07-13 13:31:06.536713,unlock,2025-07-13 13:31:08.296340,0,1.759627
21859,351901930063577,2025-07-11 13:59:08.780556,unlock,2025-07-11 13:59:09.733354,0,0.952798
21755,351901930063577,2025-07-10 13:40:35.417866,unlock,2025-07-10 13:40:35.768928,0,0.351062
21707,351901930063577,2025-07-09 16:45:03.739167,unlock,2025-07-09 16:45:04.321115,0,0.581948
21695,351901930063577,2025-07-09 13:40:52.835825,unlock,2025-07-09 13:40:55.359202,0,2.523377
21616,351901930063577,2025-07-08 17:23:22.868301,unlock,2025-07-08 17:23:23.834038,0,0.965737
21613,351901930063577,2025-07-08 16:57:39.337902,unlock,2025-07-08 16:57:40.160396,0,0.822494
21608,351901930063577,2025-07-08 16:06:37.775907,unlock,2025-07-08 16:06:38.402293,0,0.626386
21567,351901930063577,2025-07-08 08:39:28.230106,unlock,2025-07-08 08:39:28.479553,0,0.249447
21557,351901930063577,2025-07-08 07:21:26.481166,unlock,2025-07-08 07:21:27.360256,0,0.87909
21489,351901930063577,2025-07-07 18:19:47.291828,unlock,2025-07-07 18:19:48.162049,0,0.870221
21447,351901930063577,2025-07-07 09:14:35.316682,unlock,2025-07-07 09:14:35.835503,0,0.518821
21381,351901930063577,2025-07-06 17:09:22.110054,unlock,2025-07-06 17:09:22.876902,0,0.766848
21371,351901930063577,2025-07-06 16:13:02.495000,unlock,2025-07-06 16:13:02.725629,0,0.230629
21351,351901930063577,2025-07-06 14:23:54.771097,unlock,2025-07-06 14:23:55.195949,0,0.424852
20843,351901930063577,2025-07-01 18:38:53.711456,unlock,2025-07-01 18:38:54.394760,0,0.683304
20735,351901930063577,2025-06-30 16:08:19.125259,unlock,2025-06-30 16:08:20.161912,0,1.036653
20707,351901930063577,2025-06-30 11:28:35.573999,unlock,2025-06-30 11:28:36.156191,0,0.582192
20689,351901930063577,2025-06-30 09:46:33.055251,unlock,2025-06-30 09:46:33.918744,0,0.863493
20687,351901930063577,2025-06-30 09:25:39.659837,unlock,2025-06-30 09:25:40.159347,0,0.49951
20592,351901930063577,2025-06-29 15:31:34.707226,unlock,2025-06-29 15:31:35.360399,0,0.653173
20557,351901930063577,2025-06-29 09:04:02.985714,unlock,2025-06-29 09:04:03.517011,0,0.531297
20423,351901930063577,2025-06-27 18:54:48.241957,unlock,2025-06-27 18:54:49.279507,0,1.03755
20399,351901930063577,2025-06-27 16:34:08.235377,unlock,2025-06-27 16:34:08.955335,0,0.719958
20397,351901930063577,2025-06-27 16:17:05.774818,unlock,2025-06-27 16:17:06.237132,0,0.462314
20386,351901930063577,2025-06-27 13:27:20.404204,unlock,2025-06-27 13:27:21.274518,0,0.870314
20385,351901930063577,2025-06-27 13:26:54.843563,unlock,2025-06-27 13:26:55.674796,0,0.831233
20383,351901930063577,2025-06-27 13:14:16.242586,unlock,2025-06-27 13:14:17.275933,0,1.033347
20372,351901930063577,2025-06-27 11:53:22.267198,unlock,2025-06-27 11:53:22.881764,0,0.614566
20371,351901930063577,2025-06-27 11:53:05.029727,unlock,2025-06-27 11:53:05.601847,0,0.57212
20304,351901930063577,2025-06-26 20:22:28.966933,unlock,2025-06-26 20:22:30.081634,0,1.114701
20288,351901930063577,2025-06-26 19:47:48.934485,unlock,2025-06-26 19:47:49.445520,0,0.511035
20287,351901930063577,2025-06-26 19:47:30.936868,unlock,2025-06-26 19:47:31.518516,0,0.581648
20286,351901930063577,2025-06-26 19:47:19.982849,unlock,2025-06-26 19:47:20.641000,0,0.658151
20282,351901930063577,2025-06-26 18:51:18.119737,unlock,2025-06-26 18:51:18.955835,0,0.836098
20281,351901930063577,2025-06-26 18:51:09.385145,unlock,2025-06-26 18:51:10.395770,0,1.010625
20258,351901930063577,2025-06-26 15:59:59.320735,unlock,2025-06-26 16:00:00.315302,0,0.994567
20257,351901930063577,2025-06-26 15:57:52.079984,unlock,2025-06-26 15:57:52.959241,0,0.879257
20256,351901930063577,2025-06-26 15:56:41.750285,unlock,2025-06-26 15:56:42.557229,0,0.806944
20255,351901930063577,2025-06-26 15:50:40.136007,unlock,2025-06-26 15:50:40.958136,0,0.822129
20254,351901930063577,2025-06-26 15:50:10.910188,unlock,2025-06-26 15:50:11.516167,0,0.605979
20253,351901930063577,2025-06-26 15:50:03.116548,unlock,2025-06-26 15:50:05.759500,0,2.642952
20252,351901930063577,2025-06-26 15:49:58.205427,unlock,2025-06-26 15:49:58.715901,0,0.510474
20251,351901930063577,2025-06-26 15:49:48.858355,unlock,2025-06-26 15:49:49.760748,0,0.902393
20250,351901930063577,2025-06-26 15:49:14.554150,unlock,2025-06-26 15:49:17.115881,0,2.561731
20249,351901930063577,2025-06-26 15:48:49.052275,unlock,2025-06-26 15:48:49.595073,0,0.542798
20248,351901930063577,2025-06-26 15:47:32.644837,unlock,2025-06-26 15:47:33.437550,0,0.792713
20198,351901930063577,2025-06-26 08:48:15.188100,unlock,2025-06-26 08:48:15.674312,0,0.486212
20069,351901930063577,2025-06-25 10:17:46.400875,unlock,2025-06-25 10:17:46.639054,0,0.238179
19746,351901930063577,2025-06-22 15:04:35.020795,unlock,2025-06-22 15:04:35.680112,0,0.659317
19737,351901930063577,2025-06-22 14:02:41.182328,unlock,2025-06-22 14:02:42.243797,0,1.061469
19692,351901930063577,2025-06-21 16:16:59.575326,unlock,2025-06-21 16:17:02.399396,0,2.82407
19680,351901930063577,2025-06-21 14:41:53.959376,unlock,2025-06-21 14:41:54.880292,0,0.920916
19678,351901930063577,2025-06-21 14:35:34.134474,unlock,2025-06-21 14:35:34.718320,0,0.583846
19671,351901930063577,2025-06-21 11:51:56.806293,unlock,2025-06-21 11:51:57.732998,0,0.926705
19652,351901930063577,2025-06-21 08:50:09.878588,unlock,2025-06-21 08:50:10.855293,0,0.976705
19579,351901930063577,2025-06-19 21:42:11.622053,unlock,2025-06-19 21:42:12.130033,0,0.50798
19578,351901930063577,2025-06-19 21:41:32.960971,unlock,2025-06-19 21:41:33.889044,0,0.928073
19533,351901930063577,2025-06-19 10:50:06.225915,unlock,2025-06-19 10:50:06.617323,0,0.391408
19521,351901930063577,2025-06-19 08:32:34.452884,unlock,2025-06-19 08:32:35.494701,0,1.041817
19465,351901930063577,2025-06-18 15:22:27.237005,unlock,2025-06-18 15:22:28.129718,0,0.892713
19406,351901930063577,2025-06-18 04:02:31.932744,unlock,2025-06-18 04:02:32.615102,0,0.682358
19360,351901930063577,2025-06-17 15:54:07.894041,unlock,2025-06-17 15:54:08.929304,0,1.035263
19263,351901930063577,2025-06-16 17:19:53.157580,unlock,2025-06-16 17:19:55.810978,0,2.653398
19261,351901930063577,2025-06-16 17:02:44.173721,unlock,2025-06-16 17:02:44.774715,0,0.600994
19233,351901930063577,2025-06-16 12:48:15.714865,unlock,2025-06-16 12:48:16.294129,0,0.579264
19205,351901930063577,2025-06-16 09:42:58.480118,unlock,2025-06-16 09:42:59.489430,0,1.009312
19100,351901930063577,2025-06-15 16:30:13.623296,unlock,2025-06-15 16:30:14.695442,0,1.072146
18252,351901930063577,2025-06-06 19:04:47.728171,unlock,2025-06-06 19:04:48.321922,0,0.593751
18242,351901930063577,2025-06-06 14:02:34.335593,unlock,2025-06-06 14:02:35.198239,0,0.862646
18153,351901930063577,2025-06-05 15:48:31.673693,unlock,2025-06-05 15:48:32.316080,0,0.642387
17636,351901930063577,2025-05-30 18:49:03.284434,unlock,2025-05-30 18:49:04.288504,0,1.00407
17545,351901930063577,2025-05-30 04:45:46.608852,unlock,2025-05-30 04:45:46.935060,0,0.326208
17544,351901930063577,2025-05-30 04:40:22.480339,unlock,2025-05-30 04:40:23.334024,0,0.853685
17506,351901930063577,2025-05-29 16:07:45.754413,unlock,2025-05-29 16:07:48.794434,0,3.040021
17505,351901930063577,2025-05-29 16:07:19.898079,unlock,2025-05-29 16:07:20.635667,0,0.737588
17490,351901930063577,2025-05-29 13:04:48.165134,unlock,2025-05-29 13:04:48.953908,0,0.788774
17034,351901930063577,2025-05-24 16:28:54.403660,unlock,2025-05-24 16:28:55.355873,0,0.952213
17024,351901930063577,2025-05-24 11:02:18.826424,unlock,2025-05-24 11:02:19.833312,0,1.006888
16999,351901930063577,2025-05-24 07:35:06.338292,unlock,2025-05-24 07:35:07.196463,0,0.858171
16962,351901930063577,2025-05-23 15:51:25.463372,unlock,2025-05-23 15:51:26.394378,0,0.931006
14541,351901930063577,2025-04-30 17:51:52.676952,unlock,2025-04-30 17:51:52.891598,0,0.214646
13008,351901930063577,2025-04-13 09:10:04.155274,unlock,2025-04-13 09:10:05.115522,0,0.960248
