id,uuid,timestamp,just_booted,reset_reason,uptime,fw_version,modem_fw_version,rsrp
301005,359404230124522,,,,4174,,,-105
300986,359404230124522,,,,3606,,,-102
300972,359404230124522,,,,3105,,,-102
300906,359404230124522,,,,232,,,-101
300863,359404230124522,,,,227,,,-100
299631,359404230082563,,,,34,,,-108
297172,359404230082563,,,,2073,,,-107
286493,359404230082563,,,,19,,,-107
285207,359404230082563,,,,187940,,,-107
285107,359404230082563,,,,187459,,,-107
282117,359404230082563,,,,4541,,,-95
281946,359404230082563,,,,2714,,,-95
281217,359404230082563,,,,32,,,-107
281096,359404230082563,,,,22,,,-108
280921,359404230082563,,,,757,,,-108
280916,359404230082563,,,,12,,,-108
280837,359404230082563,,,,262873,,,-108
275601,359404230082563,,,,13,,,-106
270194,359404230082563,,,,26,,,-97
269902,359404230082563,,,,31,,,-99
268753,359404230082563,,,,19,,,-108
267794,359404230082563,,,,180525,,,-107
264283,359404230082563,,,,15,,,-107
259422,359404230082563,,,,1541,,,-107
258772,359404230082563,,,,31,,,-107
258036,359404230082563,,,,36,,,-108
257624,359404230082563,,,,13,,,-108
256908,359404230082563,,,,32,,,-106
256630,359404230082563,,,,29,,,-108
252643,359404230082563,,,,22,,,-109
252178,359404230082563,,,,34,,,-106
252059,359404230082563,,,,13,,,-107
250565,359404230082563,,,,28,,,-108
249060,359404230082563,,,,12,,,-108
248547,359404230082563,,,,10,,,-106
248343,359404230082563,,,,31,,,-109
248172,359404230082563,,,,32,,,-108
247413,359404230082563,,,,28,,,-110
247156,359404230082563,,,,33,,,-107
247090,359404230082563,,,,13,,,-107
247036,359404230082563,,,,23,,,-110
246783,359404230082563,,,,20,,,-107
244555,359404230082563,,,,35,,,-109
244018,359404230082563,,,,21,,,-108
243022,359404230082563,,,,21,,,-108
242547,359404230082563,,,,15,,,-106
242436,359404230082563,,,,25,,,-108
240319,359404230082563,,,,98707,,,-108
239034,359404230082563,,,,16875,,,-108
238949,359404230082563,,,,15932,,,-107
238856,359404230082563,,,,3124,,,-107
238742,359404230082563,,,,195218,,,-106
236109,359404230082563,,,,21,,,-108
234558,359404230082563,,,,23,,,-108
234515,359404230082563,,,,15,,,-108
234403,359404230082563,,,,8,,,-107
234176,359404230082563,,,,11,,,-108
232809,359404230082563,,,,36,,,-106
232713,359404230082563,,,,22,,,-107
232506,359404230082563,,,,65051,,,-106
232345,359404230082563,,,,6305,,,-108
232258,359404230082563,,,,32,,,-107
231494,359404230082563,,,,35,,,-107
231095,359404230082563,,,,15,,,-108
230632,359404230082563,,,,252,,,-96
229949,359404230082563,,,,28,,,-91
229562,359404230082563,,,,29,,,-90
229448,359404230082563,,,,134076,,,-91
227600,359404230082563,,,,11,,,-91
226752,359404230082563,,,,13,,,-90
225882,359404230082563,,,,22,,,-90
225130,359404230082563,,,,24,,,-90
224044,359404230082563,,,,21,,,-90
222918,359404230082563,,,,14,,,-91
221607,359404230082563,,,,2544,,,-91
221462,359404230082563,,,,26,,,-108
221407,359404230082563,,,,17,,,-108
221170,359404230082563,,,,18,,,-110
221125,359404230082563,,,,27,,,-110
221047,359404230082563,,,,16,,,-108
221012,359404230082563,,,,9600,,,-109
220831,359404230082563,,,,27,,,-108
220254,359404230082563,,,,26,,,-108
220178,359404230082563,,,,35,,,-107
220072,359404230082563,,,,28,,,-108
219765,359404230082563,,,,32,,,-108
219353,359404230082563,,,,28,,,-107
219092,359404230082563,,,,24,,,-107
218534,359404230082563,,,,19,,,-107
217785,359404230082563,,,,35,,,-109
217627,359404230082563,,,,21,,,-106
217084,359404230082563,,,,14,,,-108
217043,359404230082563,,,,10,,,-107
216951,359404230082563,,,,30,,,-108
216511,359404230082563,,,,17,,,-106
214728,359404230082563,,,,31,,,-96
214686,359404230082563,,,,16,,,-96
214652,359404230082563,,,,29,,,-96
214617,359404230082563,,,,15,,,-95
214578,359404230082563,,,,14,,,-96
214488,359404230082563,,,,30,,,-99
213738,359404230082563,,,,2032,,,-107
213310,359404230082563,,,,13,,,-90
212709,359404230082563,,,,21,,,-90
212469,359404230082563,,,,33530,,,-92
212419,359404230082563,,,,2735,,,-92
211931,359404230082563,,,,27,,,-91
211365,359404230082563,,,,35,,,-89
211140,359404230082563,,,,8,,,-90
210698,359404230082563,,,,7,,,-89
210305,359404230082563,,,,28,,,-90
210081,359404230082563,,,,13,,,-90
209911,359404230082563,,,,7,,,-91
209506,359404230082563,,,,6,,,-88
209377,359404230082563,,,,31,,,-89
209068,359404230082563,,,,21,,,-91
208862,359404230082563,,,,15,,,-90
208799,359404230082563,,,,66126,,,-91
208514,359404230082563,,,,34,,,-90
207865,359404230082563,,,,11,,,-90
207769,359404230082563,,,,8539,,,-90
207721,359404230082563,,,,25,,,-90
207491,359404230082563,,,,7,,,-89
207135,359404230082563,,,,31,,,-90
206640,359404230082563,,,,27,,,-89
206153,359404230082563,,,,23,,,-90
205785,359404230082563,,,,21,,,-90
204966,359404230082563,,,,12,,,-90
204765,359404230082563,,,,11,,,-90
203977,359404230082563,,,,29,,,-90
203731,359404230082563,,,,32,,,-90
203073,359404230082563,,,,10,,,-89
202498,359404230082563,,,,19,,,-90
201419,359404230082563,,,,21,,,-89
200968,359404230082563,,,,29,,,-88
200119,359404230082563,,,,30,,,-90
199523,359404230082563,,,,12,,,-89
197209,359404230082563,,,,16,,,-93
196317,359404230082563,,,,37,,,-90
195621,359404230082563,,,,43221,,,-98
195271,359404230082563,,,,16,,,-93
194867,359404230082563,,,,234,,,-93
194534,359404230082563,,,,11,,,-93
193342,359404230082563,,,,18,,,-92
192335,359404230082563,,,,17,,,-90
191937,359404230082563,,,,30,,,-92
191515,359404230082563,,,,14,,,-93
191131,359404230082563,,,,21,,,-90
190602,359404230082563,,,,21,,,-93
189977,359404230082563,,,,27,,,-91
189284,359404230082563,,,,24,,,-90
188821,359404230082563,,,,30,,,-92
188330,359404230082563,,,,12,,,-93
187744,359404230082563,,,,36,,,-90
186764,359404230082563,,,,31,,,-90
185394,359404230082563,,,,26,,,-91
185151,359404230082563,,,,9,,,-93
184617,359404230082563,,,,53415,,,-93
184529,359404230082563,,,,3344,,,-92
184481,359404230082563,,,,17451,,,-96
184221,359404230082563,,,,33,,,-94
183766,359404230082563,,,,12,,,-93
183262,359404230082563,,,,26,,,-91
182671,359404230082563,,,,18,,,-91
182273,359404230082563,,,,30,,,-94
182004,359404230082563,,,,28,,,-92
181495,359404230082563,,,,20,,,-93
181010,359404230082563,,,,20,,,-92
180531,359404230082563,,,,32,,,-96
180054,359404230082563,,,,19,,,-93
179576,359404230082563,,,,25,,,-93
178810,359404230082563,,,,24,,,-94
178433,359404230082563,,,,32,,,-94
178250,359404230082563,,,,16,,,-97
177755,359404230082563,,,,17,,,-96
177205,359404230082563,,,,242,,,-95
177093,359404230082563,,,,22,,,-102
176466,359404230082563,,,,31,,,-102
176422,359404230082563,,,,32,,,-92
176389,359404230082563,,,,47540,,,-104
176083,359404230082563,,,,12,,,-102
175955,359404230082563,,,,72945,,,-93
175463,359404230082563,,,,12,,,-102
175420,359404230082563,,,,30,,,-91
175320,359404230082563,,,,11,,,-101
175221,359404230082563,,,,21,,,-101
174858,359404230082563,,,,16,,,-103
173570,359404230082563,,,,13,,,-100
173452,359404230082563,,,,27595,,,-101
173271,359404230082563,,,,225,,,-98
172748,359404230082563,,,,27,,,-104
172545,359404230082563,,,,21,,,-103
171095,359404230082563,,,,8,,,-102
171077,359404230082563,,,,13,,,-102
170647,359404230082563,,,,37,,,-102
170586,359404230082563,,,,246,,,-92
170582,359404230082563,,,,91422,,,-94
170569,359404230082563,,,,90587,,,-92
170565,359404230082563,,,,89601,,,-92
170486,359404230082563,,,,73870,,,-97
169967,359404230082563,,,,32,,,-94
169480,359404230082563,,,,27,,,-91
169097,359404230082563,,,,25,,,-96
169028,359404230082563,,,,29586,,,-96
169020,359404230082563,,,,28056,,,-97
168973,359404230082563,,,,21167,,,-99
168830,359404230082563,,,,28,,,-99
168720,359404230082563,,,,37,,,-91
168000,359404230082563,,,,27,,,-94
167625,359404230082563,,,,9611,,,-97
167566,359404230082563,,,,14,,,-91
167458,359404230082563,,,,27,,,-91
167320,359404230082563,,,,34285,,,-91
167134,359404230082563,,,,26,,,-91
167003,359404230082563,,,,18,,,-94
166667,359404230082563,,,,28,,,-95
166593,359404230082563,,,,31,,,-98
166292,359404230082563,,,,37,,,-93
166008,359404230082563,,,,17,,,-91
165995,359404230082563,,,,110651,,,-92
165479,359404230082563,,,,10,,,-98
165366,359404230082563,,,,24,,,-90
165032,359404230082563,,,,25,,,-91
164844,359404230082563,,,,15,,,-96
164840,359404230082563,,,,30,,,-99
164674,359404230082563,,,,12,,,-91
164513,359404230082563,,,,37,,,-96
164478,359404230082563,,,,14180,,,-98
164380,359404230082563,,,,16,,,-95
163988,359404230082563,,,,3730,,,-98
163983,359404230082563,,,,3039,,,-98
163981,359404230082563,,,,2547,,,-91
163977,359404230082563,,,,2278,,,-97
163969,359404230082563,,,,1334,,,-97
163960,359404230082563,,,,8,,,-96
163852,359404230082563,,,,32,,,-100
163368,359404230082563,,,,31,,,-91
163307,359404230082563,,,,29530,,,-97
163203,359404230082563,,,,34,,,-91
163019,359404230082563,,,,79576,,,-102
162874,359404230082563,,,,55149,,,-103
162853,359404230082563,,,,51429,,,-100
162611,359404230082563,,,,38,,,-95
162582,359404230082563,,,,24186,,,-97
162571,359404230082563,,,,22436,,,-92
162435,359404230082563,,,,461,,,-100
162355,359404230082563,,,,353,,,-99
161842,359404230082563,,,,13,,,-96
161021,359404230082563,,,,23,,,-96
160955,359404230082563,,,,11,,,-103
160713,359404230082563,,,,20,,,-99
160410,359404230082563,,,,18,,,-98
160230,359404230082563,,,,73941,,,-97
160038,359404230082563,,,,41022,,,-100
159755,359404230082563,,,,36,,,-98
159449,359404230082563,,,,14,,,-97
158959,359404230082563,,,,37,,,-93
158424,359404230082563,,,,11,,,-98
158410,359404230082563,,,,18,,,-95
158249,359404230082563,,,,25,,,-97
157864,359404230082563,,,,19,,,-91
157852,359404230082563,,,,33,,,-91
157682,359404230082563,,,,29,,,-97
157599,359404230082563,,,,1552,,,-92
157589,359404230082563,,,,9,,,-91
157202,359404230082563,,,,12,,,-93
156801,359404230082563,,,,35,,,-94
156674,359404230082563,,,,17,,,-96
156531,359404230082563,,,,11,,,-96
156050,359404230082563,,,,13,,,-93
155754,359404230082563,,,,15261,,,-96
155636,359404230082563,,,,16,,,-90
155546,359404230082563,,,,29,,,-90
128390,359404230082563,,,,239,,,-73
302253,359404230082860,,,,9,,,-87
301827,359404230082860,,,,25,,,-88
300679,359404230082860,,,,20,,,-88
300065,359404230082860,,,,32,,,-90
298962,359404230082860,,,,16,,,-89
298431,359404230082860,,,,20,,,-89
297496,359404230082860,,,,14,,,-90
297192,359404230082860,,,,2596,,,-89
296420,359404230082860,,,,13,,,-89
295697,359404230082860,,,,35,,,-89
295659,359404230082860,,,,27,,,-90
295057,359404230082860,,,,17,,,-90
293914,359404230082860,,,,15,,,-91
293600,359404230082860,,,,27,,,-90
293155,359404230082860,,,,33,,,-91
292797,359404230082860,,,,27,,,-90
292496,359404230082860,,,,32,,,-90
292024,359404230082860,,,,17,,,-90
291730,359404230082860,,,,22,,,-91
291301,359404230082860,,,,26,,,-91
290932,359404230082860,,,,11,,,-91
290314,359404230082860,,,,21,,,-91
289909,359404230082860,,,,11,,,-91
289708,359404230082860,,,,27,,,-90
289435,359404230082860,,,,23,,,-90
288939,359404230082860,,,,114000,,,-90
287295,359404230082860,,,,13,,,-90
286896,359404230082860,,,,29,,,-90
286328,359404230082860,,,,9,,,-91
285994,359404230082860,,,,34,,,-90
285591,359404230082860,,,,24,,,-91
285265,359404230082860,,,,45164,,,-91
285171,359404230082860,,,,44878,,,-90
284447,359404230082860,,,,24,,,-91
283778,359404230082860,,,,13,,,-90
283370,359404230082860,,,,29,,,-91
282902,359404230082860,,,,12,,,-91
282189,359404230082860,,,,26,,,-90
282073,359404230082860,,,,64412,,,-90
282008,359404230082860,,,,62739,,,-90
281867,359404230082860,,,,15,,,-90
280614,359404230082860,,,,20,,,-90
278306,359404230082860,,,,10,,,-90
277607,359404230082860,,,,18,,,-90
277256,359404230082860,,,,9,,,-90
276185,359404230082860,,,,16,,,-90
275566,359404230082860,,,,27,,,-90
273702,359404230082860,,,,29,,,-90
273362,359404230082860,,,,33,,,-90
272587,359404230082860,,,,33,,,-89
271469,359404230082860,,,,27,,,-91
270966,359404230082860,,,,28,,,-90
270949,359404230082860,,,,25,,,-90
270391,359404230082860,,,,10,,,-89
269930,359404230082860,,,,19,,,-90
268812,359404230082860,,,,23,,,-89
268025,359404230082860,,,,23,,,-91
267171,359404230082860,,,,14,,,-91
266366,359404230082860,,,,15,,,-89
265884,359404230082860,,,,13,,,-89
265345,359404230082860,,,,18,,,-89
264795,359404230082860,,,,29,,,-89
264360,359404230082860,,,,33,,,-90
263869,359404230082860,,,,27,,,-90
262947,359404230082860,,,,23,,,-88
261766,359404230082860,,,,8,,,-89
261261,359404230082860,,,,7,,,-89
259473,359404230082860,,,,1229,,,-88
259374,359404230082860,,,,935,,,-88
258902,359404230082860,,,,32,,,-90
258323,359404230082860,,,,34,,,-89
257917,359404230082860,,,,26,,,-90
257203,359404230082860,,,,36,,,-89
256721,359404230082860,,,,30,,,-89
256589,359404230082860,,,,83923,,,-91
255320,359404230082860,,,,34,,,-90
254853,359404230082860,,,,33,,,-90
254133,359404230082860,,,,19,,,-90
253939,359404230082860,,,,22,,,-90
253511,359404230082860,,,,27,,,-90
251159,359404230082860,,,,8,,,-90
250476,359404230082860,,,,26,,,-91
250137,359404230082860,,,,242,,,-91
249731,359404230082860,,,,29,,,-116
249532,359404230082860,,,,16,,,-116
249454,359404230082860,,,,32,,,-116
249386,359404230082860,,,,34,,,-116
249296,359404230082860,,,,13,,,-116
249017,359404230082860,,,,19,,,-114
248790,359404230082860,,,,32,,,-121
248609,359404230082860,,,,3687,,,-118
248565,359404230082860,,,,13,,,-114
248518,359404230082860,,,,14,,,-114
248468,359404230082860,,,,8,,,-113
248405,359404230082860,,,,9,,,-113
248086,359404230082860,,,,23,,,-110
247997,359404230082860,,,,24,,,-111
247643,359404230082860,,,,32,,,-110
247588,359404230082860,,,,30,,,-119
247409,359404230082860,,,,16,,,-117
247362,359404230082860,,,,28,,,-118
247104,359404230082860,,,,12,,,-114
246959,359404230082860,,,,12,,,-114
246808,359404230082860,,,,18,,,-120
246731,359404230082860,,,,10,,,-113
246138,359404230082860,,,,17,,,-120
245131,359404230082860,,,,8,,,-113
245067,359404230082860,,,,20,,,-121
244700,359404230082860,,,,31,,,-115
244620,359404230082860,,,,17,,,-118
244512,359404230082860,,,,22,,,-110
243927,359404230082860,,,,28,,,-95
243516,359404230082860,,,,14365,,,-117
243319,359404230082860,,,,11,,,-120
242956,359404230082860,,,,34,,,-111
242773,359404230082860,,,,16,,,-112
242542,359404230082860,,,,16,,,-119
242456,359404230082860,,,,38,,,-121
242003,359404230082860,,,,35,,,-112
241898,359404230082860,,,,29,,,-112
241582,359404230082860,,,,30,,,-110
241318,359404230082860,,,,24,,,-108
240622,359404230082860,,,,7,,,-112
240547,359404230082860,,,,29,,,-111
239979,359404230082860,,,,28,,,-119
239743,359404230082860,,,,31,,,-111
239202,359404230082860,,,,12,,,-112
239049,359404230082860,,,,16472,,,-112
238987,359404230082860,,,,15823,,,-110
238840,359404230082860,,,,2670,,,-112
238777,359404230082860,,,,522,,,-110
238745,359404230082860,,,,20,,,-112
238593,359404230082860,,,,25,,,-117
238119,359404230082860,,,,39,,,-119
237753,359404230082860,,,,9,,,-112
237636,359404230082860,,,,21,,,-109
237594,359404230082860,,,,34,,,-110
237541,359404230082860,,,,23,,,-110
237502,359404230082860,,,,19,,,-95
237437,359404230082860,,,,13,,,-112
236909,359404230082860,,,,19,,,-114
236671,359404230082860,,,,24,,,-113
236150,359404230082860,,,,33,,,-116
236087,359404230082860,,,,14,,,-115
235994,359404230082860,,,,40,,,-117
235271,359404230082860,,,,31,,,-115
234971,359404230082860,,,,33,,,-110
234135,359404230082860,,,,27,,,-115
233980,359404230082860,,,,31,,,-111
233581,359404230082860,,,,56982,,,-117
233178,359404230082860,,,,18220,,,-115
232925,359404230082860,,,,9,,,-111
232836,359404230082860,,,,27,,,-110
232475,359404230082860,,,,62907,,,-116
232352,359404230082860,,,,4194,,,-116
232281,359404230082860,,,,35,,,-115
231283,359404230082860,,,,44714,,,-111
230607,359404230082860,,,,218,,,-93
229785,359404230082860,,,,31,,,-91
229451,359404230082860,,,,11,,,-90
229123,359404230082860,,,,9,,,-89
228926,359404230082860,,,,32,,,-89
228655,359404230082860,,,,10,,,-90
228208,359404230082860,,,,26,,,-90
227171,359404230082860,,,,31,,,-91
226036,359404230082860,,,,11,,,-91
225836,359404230082860,,,,234,,,-91
225079,359404230082860,,,,31,,,-91
224549,359404230082860,,,,29,,,-91
224246,359404230082860,,,,28,,,-92
223985,359404230082860,,,,13,,,-92
223553,359404230082860,,,,31,,,-91
223110,359404230082860,,,,17,,,-92
222647,359404230082860,,,,8,,,-91
222176,359404230082860,,,,20,,,-92
221636,359404230082860,,,,2247,,,-91
221518,359404230082860,,,,14,,,-94
221265,359404230082860,,,,31,,,-119
221229,359404230082860,,,,28,,,-117
220980,359404230082860,,,,4206,,,-119
220890,359404230082860,,,,16,,,-121
220842,359404230082860,,,,21,,,-120
220783,359404230082860,,,,23,,,-95
220666,359404230082860,,,,25,,,-120
220479,359404230082860,,,,31,,,-118
220418,359404230082860,,,,29,,,-110
220393,359404230082860,,,,14,,,-118
220328,359404230082860,,,,35,,,-112
220226,359404230082860,,,,27,,,-110
220157,359404230082860,,,,8,,,-109
220100,359404230082860,,,,16,,,-109
219693,359404230082860,,,,18,,,-95
219603,359404230082860,,,,29,,,-111
218504,359404230082860,,,,39,,,-117
218405,359404230082860,,,,131721,,,-118
218363,359404230082860,,,,128676,,,-110
218290,359404230082860,,,,122105,,,-119
217278,359404230082860,,,,226,,,-94
217009,359404230082860,,,,19,,,-91
216610,359404230082860,,,,231,,,-92
216365,359404230082860,,,,8,,,-92
216193,359404230082860,,,,33,,,-92
216050,359404230082860,,,,20,,,-90
215539,359404230082860,,,,19,,,-90
215308,359404230082860,,,,12,,,-91
215176,359404230082860,,,,19,,,-90
215048,359404230082860,,,,16,,,-91
214916,359404230082860,,,,26,,,-91
214779,359404230082860,,,,30,,,-91
214549,359404230082860,,,,27,,,-92
214120,359404230082860,,,,11,,,-92
213780,359404230082860,,,,50231,,,-90
213511,359404230082860,,,,18,,,-90
213281,359404230082860,,,,22,,,-90
213203,359404230082860,,,,21,,,-91
213070,359404230082860,,,,8,,,-92
212715,359404230082860,,,,25,,,-91
212515,359404230082860,,,,30976,,,-91
212379,359404230082860,,,,40,,,-91
211992,359404230082860,,,,30,,,-91
211828,359404230082860,,,,28,,,-90
211535,359404230082860,,,,16295,,,-90
211432,359404230082860,,,,33,,,-92
211248,359404230082860,,,,34,,,-91
211104,359404230082860,,,,16,,,-91
210801,359404230082860,,,,24,,,-91
210612,359404230082860,,,,17,,,-91
210309,359404230082860,,,,31,,,-91
209684,359404230082860,,,,16,,,-90
209581,359404230082860,,,,15,,,-91
209430,359404230082860,,,,31,,,-90
209281,359404230082860,,,,29,,,-90
208934,359404230082860,,,,17,,,-91
208782,359404230082860,,,,9,,,-90
208649,359404230082860,,,,18,,,-90
208471,359404230082860,,,,32,,,-92
208396,359404230082860,,,,13,,,-91
208171,359404230082860,,,,29,,,-90
207863,359404230082860,,,,30,,,-89
207748,359404230082860,,,,24,,,-91
207570,359404230082860,,,,35,,,-91
207415,359404230082860,,,,37,,,-89
207281,359404230082860,,,,21,,,-90
207039,359404230082860,,,,24,,,-90
206963,359404230082860,,,,13,,,-90
206857,359404230082860,,,,20,,,-89
206473,359404230082860,,,,35,,,-89
206427,359404230082860,,,,21,,,-90
206270,359404230082860,,,,35,,,-89
206135,359404230082860,,,,31,,,-90
205986,359404230082860,,,,9,,,-89
205819,359404230082860,,,,20,,,-90
205598,359404230082860,,,,11,,,-89
205401,359404230082860,,,,22,,,-90
205031,359404230082860,,,,25,,,-90
204747,359404230082860,,,,34,,,-90
204488,359404230082860,,,,59,,,-89
204280,359404230082860,,,,28,,,-88
204182,359404230082860,,,,21,,,-89
203971,359404230082860,,,,28,,,-89
203916,359404230082860,,,,23,,,-90
203567,359404230082860,,,,34,,,-89
203257,359404230082860,,,,25,,,-90
202995,359404230082860,,,,21,,,-90
202564,359404230082860,,,,8,,,-91
202273,359404230082860,,,,21,,,-90
201893,359404230082860,,,,30,,,-91
201656,359404230082860,,,,30,,,-91
201388,359404230082860,,,,29,,,-91
201199,359404230082860,,,,15,,,-90
200953,359404230082860,,,,19,,,-90
200739,359404230082860,,,,32,,,-91
200322,359404230082860,,,,25,,,-89
199821,359404230082860,,,,22,,,-90
199739,359404230082860,,,,32,,,-89
199327,359404230082860,,,,21,,,-90
198766,359404230082860,,,,29,,,-90
198488,359404230082860,,,,34,,,-91
197899,359404230082860,,,,34,,,-91
196949,359404230082860,,,,34,,,-96
196722,359404230082860,,,,12,,,-94
195846,359404230082860,,,,31,,,-91
195439,359404230082860,,,,9,,,-95
195065,359404230082860,,,,35,,,-95
194524,359404230082860,,,,12,,,-95
193964,359404230082860,,,,19,,,-94
193702,359404230082860,,,,34,,,-96
193305,359404230082860,,,,7,,,-95
193033,359404230082860,,,,27,,,-97
192774,359404230082860,,,,23,,,-97
192537,359404230082860,,,,31,,,-96
192360,359404230082860,,,,34,,,-100
192195,359404230082860,,,,28,,,-95
191965,359404230082860,,,,34,,,-98
191718,359404230082860,,,,22,,,-99
191475,359404230082860,,,,9,,,-96
191139,359404230082860,,,,29,,,-96
190688,359404230082860,,,,10,,,-99
190293,359404230082860,,,,9,,,-99
189883,359404230082860,,,,36,,,-95
189854,359404230082860,,,,7,,,-95
189595,359404230082860,,,,31,,,-95
189289,359404230082860,,,,8,,,-95
188799,359404230082860,,,,24,,,-95
188474,359404230082860,,,,15,,,-96
188133,359404230082860,,,,15,,,-96
187740,359404230082860,,,,28,,,-96
187322,359404230082860,,,,20,,,-96
187059,359404230082860,,,,22,,,-94
186802,359404230082860,,,,21,,,-95
186233,359404230082860,,,,17,,,-96
185674,359404230082860,,,,21,,,-94
185380,359404230082860,,,,17,,,-96
184979,359404230082860,,,,22,,,-95
184565,359404230082860,,,,1390,,,-93
184479,359404230082860,,,,27799,,,-95
184102,359404230082860,,,,32,,,-95
183931,359404230082860,,,,21,,,-94
183699,359404230082860,,,,8,,,-96
182880,359404230082860,,,,26,,,-97
182647,359404230082860,,,,11,,,-98
182221,359404230082860,,,,11,,,-95
181943,359404230082860,,,,20,,,-96
181572,359404230082860,,,,16,,,-97
181243,359404230082860,,,,25,,,-96
181110,359404230082860,,,,35,,,-99
180903,359404230082860,,,,16,,,-97
180669,359404230082860,,,,10,,,-94
180338,359404230082860,,,,32,,,-97
179995,359404230082860,,,,32,,,-94
179709,359404230082860,,,,34,,,-94
179513,359404230082860,,,,36,,,-95
179069,359404230082860,,,,28,,,-97
178630,359404230082860,,,,11,,,-94
178349,359404230082860,,,,22,,,-96
178131,359404230082860,,,,14,,,-96
177943,359404230082860,,,,12,,,-97
177661,359404230082860,,,,20,,,-97
177639,359404230082860,,,,33,,,-99
177119,359404230082860,,,,18,,,-95
176805,359404230082860,,,,16,,,-100
176731,359404230082860,,,,13,,,-98
176439,359404230082860,,,,28,,,-95
176404,359404230082860,,,,10,,,-97
176247,359404230082860,,,,16,,,-96
176056,359404230082860,,,,31,,,-94
175928,359404230082860,,,,15,,,-95
175726,359404230082860,,,,37,,,-97
175516,359404230082860,,,,11,,,-96
175282,359404230082860,,,,15,,,-95
174957,359404230082860,,,,22,,,-97
174884,359404230082860,,,,21,,,-96
174606,359404230082860,,,,35,,,-95
174318,359404230082860,,,,30,,,-97
174114,359404230082860,,,,27,,,-96
174068,359404230082860,,,,18,,,-95
173770,359404230082860,,,,32,,,-97
173431,359404230082860,,,,34,,,-97
173221,359404230082860,,,,293,,,-96
172899,359404230082860,,,,25,,,-97
172692,359404230082860,,,,15,,,-97
172265,359404230082860,,,,24,,,-100
172234,359404230082860,,,,27669,,,-99
172080,359404230082860,,,,4163,,,-98
172050,359404230082860,,,,12,,,-100
171862,359404230082860,,,,2051,,,-98
171839,359404230082860,,,,30,,,-101
171834,359404230082860,,,,35,,,-100
171250,359404230082860,,,,10,,,-97
170965,359404230082860,,,,20,,,-97
170849,359404230082860,,,,27,,,-97
170636,359404230082860,,,,34,,,-98
170469,359404230082860,,,,17,,,-98
170359,359404230082860,,,,18,,,-98
170222,359404230082860,,,,19,,,-95
170028,359404230082860,,,,13,,,-98
169815,359404230082860,,,,32,,,-97
169552,359404230082860,,,,9,,,-96
169170,359404230082860,,,,22,,,-96
168942,359404230082860,,,,27,,,-97
168791,359404230082860,,,,25,,,-95
168778,359404230082860,,,,30,,,-95
168626,359404230082860,,,,25,,,-95
168455,359404230082860,,,,32,,,-95
168306,359404230082860,,,,30,,,-95
168248,359404230082860,,,,17,,,-95
167901,359404230082860,,,,32,,,-97
167881,359404230082860,,,,18,,,-96
167710,359404230082860,,,,11,,,-95
167266,359404230082860,,,,21,,,-97
167213,359404230082860,,,,19053,,,-96
167136,359404230082860,,,,20,,,-96
166965,359404230082860,,,,15,,,-95
166700,359404230082860,,,,9,,,-96
166475,359404230082860,,,,12,,,-94
166358,359404230082860,,,,7,,,-95
166090,359404230082860,,,,17,,,-95
