uuid,count,mean,std,min,max,median,iqr
359404230124316,5,-87.6,1.5165750888103104,-89,-86,-88.0,3.0
359404230082795,3,-88.0,7.810249675906654,-93,-79,-92.0,7.0
359404230082845,366,-88.29781420765028,7.842724270070027,-101,-76,-83.0,15.0
359404230068711,59,-88.38983050847457,8.622378560452034,-106,-64,-92.0,6.0
351901930027614,275,-88.93454545454546,10.103627631065624,-127,-82,-85.0,2.0
359404230081789,366,-89.14480874316939,7.337523216291872,-116,-71,-87.0,13.0
359404230082019,117,-89.23931623931624,14.399862051931189,-121,-66,-90.0,26.0
359404230124720,147,-89.93197278911565,5.959520832013237,-102,-74,-88.0,8.5
351901930026269,3765,-90.97317397078353,2.820351242203103,-113,-86,-90.0,3.0
359404230124340,30,-91.1,13.036685637607166,-130,-67,-88.5,17.0
359404230082530,184,-92.09782608695652,9.876350051018074,-114,-79,-86.0,12.0
359404230081979,69,-92.20289855072464,11.749317514778726,-119,-65,-92.0,14.0
359404230124332,91,-92.38461538461539,5.5633108263359885,-114,-75,-94.0,8.5
359404230124217,2,-92.5,0.7071067811865476,-93,-92,-92.5,0.5
359404230081995,142,-92.6830985915493,11.555214179226617,-116,-70,-92.5,21.0
359404230082738,245,-92.77551020408163,3.5544090959555805,-115,-70,-92.0,5.0
359404230124563,6,-93.0,16.29723902997069,-112,-72,-97.5,24.0
359404230124746,1,-93.0,,-93,-93,-93.0,0.0
359404230082316,319,-93.07210031347962,13.66091400166822,-129,-74,-91.0,19.0
359404230082191,183,-93.10382513661202,8.861271248815207,-120,-68,-93.0,11.0
359404230082720,326,-93.34049079754601,7.55232119620743,-116,-72,-88.0,13.0
359404230124415,33,-93.48484848484848,2.320037878478659,-97,-87,-94.0,1.0
359404230081615,243,-93.62139917695474,2.8234325895854475,-104,-74,-93.0,3.0
359404230082761,324,-93.68518518518519,2.8129999460096715,-106,-74,-94.0,3.0
359404230082423,334,-93.68862275449102,5.265222965105423,-126,-66,-94.0,4.0
359404230081771,246,-94.21544715447155,7.964610832777955,-107,-71,-98.0,16.0
359746167128136,2620,-94.30496183206107,5.691956755396229,-133,-63,-94.0,4.0
359404230082357,243,-94.32098765432099,6.68876045137513,-118,-70,-95.0,9.0
359404230123912,1,-95.0,,-95,-95,-95.0,0.0
359404230124167,19,-95.0,2.494438257849294,-101,-91,-95.0,3.0
359404230081862,363,-95.16804407713498,7.994602687479132,-118,-72,-91.0,11.0
359404230082340,140,-95.68571428571428,8.893523400707473,-120,-71,-95.0,11.0
359404230123987,20,-96.05,5.0832542415474835,-109,-91,-95.5,5.25
359404230082126,352,-96.14488636363636,5.501517738128951,-114,-72,-96.0,6.0
359404230082514,272,-96.34191176470588,7.476704832401594,-117,-77,-96.0,13.0
359404230082373,198,-96.83838383838383,5.400144895042469,-115,-72,-95.0,5.0
359404230082506,387,-96.93023255813954,9.30640153503321,-115,-69,-94.0,18.0
359404230082050,247,-96.95141700404858,10.104216499727627,-121,-74,-95.0,19.0
359404230082985,103,-97.06796116504854,4.140337525130828,-112,-67,-97.0,3.0
359404230082860,467,-97.1713062098501,9.116119701874792,-121,-67,-95.0,6.5
359404230124811,54,-97.62962962962963,2.8635398089770083,-104,-93,-97.5,4.0
359404230082563,269,-97.79553903345725,7.146065258744794,-110,-73,-96.0,15.0
359404230082092,159,-98.0,11.269989273635012,-115,-73,-97.0,22.0
359404230082118,293,-98.18088737201366,6.087662396720884,-127,-69,-98.0,5.0
359404230082894,247,-98.31983805668017,8.590440137867528,-124,-74,-97.0,10.0
359404230081847,59,-98.42372881355932,7.25449537167154,-113,-71,-97.0,10.5
359404230081763,344,-99.31976744186046,7.201559917953997,-114,-76,-99.5,14.0
359404230081755,335,-99.4,3.409391748656712,-110,-71,-100.0,4.0
359404230124506,191,-99.46073298429319,4.280589911007844,-118,-83,-98.0,5.0
359404230081722,346,-99.75433526011561,9.977092384827905,-115,-70,-96.0,18.0
359404230124001,25,-99.84,5.459548210856526,-108,-90,-102.0,10.0
359404230124290,34,-99.88235294117646,15.008613094592487,-133,-69,-102.0,16.5
359404230081938,299,-99.93979933110369,5.3088871885804325,-116,-73,-98.0,4.5
359404230082670,183,-100.5792349726776,3.5738681393486664,-108,-80,-100.0,5.0
359404230082332,272,-100.63235294117646,11.245537908722856,-124,-73,-96.0,23.0
359404230082753,291,-100.68041237113403,7.878228041301107,-116,-74,-100.0,15.5
359404230082233,1585,-100.71104100946373,3.589376227984342,-124,-71,-101.0,2.0
359404230082696,155,-100.95483870967742,4.866185918755523,-111,-76,-101.0,8.0
359404230082324,210,-100.96190476190476,6.417565323382526,-117,-70,-102.0,5.0
359404230081896,447,-101.50782997762863,5.152326000717001,-116,-70,-101.0,6.0
359404230082449,246,-101.54878048780488,5.06001316209723,-120,-73,-101.0,6.0
359404230082779,290,-101.95172413793104,6.73402868614191,-122,-74,-100.0,7.0
359404230082456,405,-102.02716049382715,13.151695033864723,-133,-73,-104.0,21.0
359404230082464,254,-102.04330708661418,8.21560349570289,-121,-69,-101.0,12.0
359404230124498,28,-102.25,5.647844557718296,-122,-95,-101.5,6.5
359404230082555,195,-102.32820512820513,9.59837692244551,-119,-74,-105.0,17.0
359404230124530,4,-102.75,7.847504911329037,-107,-91,-106.5,4.75
359404230124522,10,-102.8,3.359894178227774,-108,-96,-103.0,3.75
359404230082837,88,-103.0,6.496683504044524,-113,-67,-103.0,4.25
359404230124662,221,-103.0,4.756813295397745,-117,-75,-104.0,5.0
359404230082209,267,-103.21348314606742,7.2808409259508275,-120,-69,-103.0,12.0
359404230082852,295,-103.2813559322034,7.257097735524127,-122,-71,-105.0,12.0
359404230082654,302,-103.44039735099338,7.692691261509823,-119,-72,-106.0,15.0
359404230124308,27,-103.48148148148148,5.18407599043878,-113,-93,-103.0,7.0
359404230070865,2,-103.5,2.1213203435596424,-105,-102,-103.5,1.5
359404230082928,253,-103.8300395256917,6.465933837834762,-130,-80,-105.0,8.0
359404230082365,128,-103.875,9.135032506654683,-120,-67,-108.0,15.0
351901930025717,37,-104.1891891891892,5.531916675267453,-123,-98,-103.0,5.0
359404230124597,4,-104.5,7.852812659593164,-113,-94,-105.5,5.5
359404230082688,126,-104.65079365079364,7.8305222919725725,-120,-76,-102.0,13.75
359404230082803,344,-104.65697674418605,6.443185940253613,-121,-72,-106.0,11.0
359404230081664,221,-105.09049773755656,5.418902121802597,-118,-72,-105.0,9.0
359404230124852,8,-105.125,12.287479109123353,-118,-91,-107.5,24.75
359404230083041,222,-105.36936936936937,5.539537736448519,-117,-70,-105.0,8.75
359404230081920,501,-105.49700598802396,5.590929351902404,-126,-71,-107.0,9.0
359404230082613,160,-106.425,4.677727233975029,-118,-70,-106.0,4.0
359404230082910,171,-106.47368421052632,6.1216258792556735,-125,-71,-107.0,9.0
359404230082647,298,-106.5738255033557,7.2870153046536466,-121,-72,-107.0,13.0
359404230124589,24,-106.58333333333333,4.392846622553006,-115,-98,-106.0,5.5
359404230082712,430,-106.63720930232559,8.529587152712454,-120,-71,-110.0,16.0
359404230081870,368,-106.89673913043478,5.678506751694224,-120,-76,-108.0,7.0
359404230082258,210,-107.52380952380952,7.237720487714504,-121,-75,-109.0,8.0
359404230082522,513,-107.57504873294347,6.683608772087391,-125,-79,-109.0,9.0
359404230081987,95,-108.02105263157895,12.782117617792178,-123,-74,-116.0,20.5
351901930027408,5655,-109.05870910698496,2.9644906069983485,-125,-96,-109.0,4.0
359404230082407,67,-109.19402985074628,6.564917793503517,-118,-70,-110.0,4.0
359404230082068,156,-109.21153846153847,4.857995890228694,-120,-76,-109.0,5.0
359404230081607,128,-109.3125,6.322998889817235,-120,-68,-111.0,8.0
359404230082621,189,-109.34391534391534,4.595699598679817,-120,-91,-110.0,5.0
359404230082944,91,-109.89010989010988,8.68389383917216,-117,-73,-113.0,3.0
359404230124233,88,-110.70454545454545,6.826518762275777,-132,-68,-112.0,1.0
359404230123888,146,-113.46575342465754,7.615016366103401,-131,-70,-112.5,10.0
359404230124472,59,-113.52542372881356,10.820408450770058,-136,-72,-111.0,11.0
359404230124795,50,-120.42,11.257813613083979,-137,-74,-120.0,14.75
